code,building,drawing,sheet,floor,layer,direction,zone_text,zone_kind,x1_m,x2_m,y1_m,y2_m,axis,pano_ids,diameter_mm,spacing_cm,length_cm,classification,status,resolution,note,category,bar_count,level_start,level_end,orientation,lap_anchorage,face_edge,wall_parents,source,geometry_pending,record_type,section,bar_type,column_tags,n_columns,beam_id,axes_text,group,kind,longitudinal,stirrups,detail_reference,confidence,beam_ids,physical_bar_id,bar_layer,start_axis,end_axis,start_station_cm,end_station_cm,anchor_left_cm,anchor_right_cm,continuity_across_support,beam_kind,zone_type,count,part,notation,levels
LT2:500:01,LT2,2024_22-500-Model,500,,,,,,,,,,,,8,20,,,EXACT,RESOLVED_METADATA,refuerzo transversal de los tramos de escalera (TIP). Sin elementos de escalera en el modelo LT2: registrado como metadata del plano.,stairs,,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLIGHT_RAMP,Φ8@20 TIP (transversal),1_SUB-1_PISO ; 1_PISO-4_PISO ; 4_PISO-CUBIERTA
LT2:500:02,LT2,2024_22-500-Model,500,,,,,,,,,,,,10,10,,,EXACT,RESOLVED_METADATA,armadura longitudinal principal observada en los cortes. Sin elementos de escalera en el modelo LT2: registrado como metadata del plano.,stairs,,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLIGHT_RAMP,longitudinal/principal Φ10@10,1_SUB-1_PISO ; 1_PISO-4_PISO ; 4_PISO-CUBIERTA
LT2:500:03,LT2,2024_22-500-Model,500,,,,,,,,,,,,10,20,,,EXACT,RESOLVED_METADATA,armadura longitudinal principal observada en los cortes. Sin elementos de escalera en el modelo LT2: registrado como metadata del plano.,stairs,,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLIGHT_RAMP,longitudinal/principal Φ10@20,1_SUB-1_PISO ; 1_PISO-4_PISO ; 4_PISO-CUBIERTA
LT2:500:04,LT2,2024_22-500-Model,500,,,,,,,,,,,,8,20,180,,EXACT,RESOLVED_METADATA,"F' (superior) del tramo, L≈180 = 150+30. valores del CORTE C del plano 500; NO se extrapolan a los cortes A/B (sus longitudes difieren). Sin elementos de escalera en el modelo LT2: registrado como metadata del plano.",stairs,,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,CORTE C,,,,,,,,,,,,,,,FLIGHT_RAMP,F' Φ8@20 L≈180 (150+30),1_SUB-1_PISO ; 1_PISO-4_PISO ; 4_PISO-CUBIERTA
LT2:500:05,LT2,2024_22-500-Model,500,,,,,,,,,,,,10,10,455,,EXACT,RESOLVED_METADATA,"F (inferior) del tramo, L≈455. valores del CORTE C del plano 500; NO se extrapolan a los cortes A/B (sus longitudes difieren). Sin elementos de escalera en el modelo LT2: registrado como metadata del plano.",stairs,,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,CORTE C,,,,,,,,,,,,,,,FLIGHT_RAMP,F Φ10@10 L≈455,1_SUB-1_PISO ; 1_PISO-4_PISO ; 4_PISO-CUBIERTA
LT2:500:06,LT2,2024_22-500-Model,500,,,,,,,,,,,,12,,455,,EXACT,RESOLVED_METADATA,"2Φ12 continuas (F=F'), L≈455. valores del CORTE C del plano 500; NO se extrapolan a los cortes A/B (sus longitudes difieren). Sin elementos de escalera en el modelo LT2: registrado como metadata del plano.",stairs,2,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,CORTE C,,,,,,,,,,,,,,,FLIGHT_RAMP,F=F' 2Φ12 L≈455,1_SUB-1_PISO ; 1_PISO-4_PISO ; 4_PISO-CUBIERTA
LT2:500:07,LT2,2024_22-500-Model,500,,,,,,,,,,,,10,10,215,,EXACT,RESOLVED_METADATA,"F' del descanso, L≈215. valores del CORTE C del plano 500; NO se extrapolan a los cortes A/B (sus longitudes difieren). Sin elementos de escalera en el modelo LT2: registrado como metadata del plano.",stairs,,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,CORTE C,,,,,,,,,,,,,,,LANDING,F' Φ10@10 L≈215,1_SUB-1_PISO ; 1_PISO-4_PISO ; 4_PISO-CUBIERTA
LT2:500:08,LT2,2024_22-500-Model,500,,,,,,,,,,,,10,20,215,,EXACT,RESOLVED_METADATA,"F del descanso, L≈215. valores del CORTE C del plano 500; NO se extrapolan a los cortes A/B (sus longitudes difieren). Sin elementos de escalera en el modelo LT2: registrado como metadata del plano.",stairs,,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,CORTE C,,,,,,,,,,,,,,,LANDING,F Φ10@20 L≈215,1_SUB-1_PISO ; 1_PISO-4_PISO ; 4_PISO-CUBIERTA
LT2:500:09,LT2,2024_22-500-Model,500,,,,,,,,,,,,16,,215,,EXACT,RESOLVED_METADATA,"2+2Φ16 (F=F') del descanso, L≈215. valores del CORTE C del plano 500; NO se extrapolan a los cortes A/B (sus longitudes difieren). Sin elementos de escalera en el modelo LT2: registrado como metadata del plano.",stairs,4,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,CORTE C,,,,,,,,,,,,,,,LANDING,F=F' 2+2Φ16 L≈215,1_SUB-1_PISO ; 1_PISO-4_PISO ; 4_PISO-CUBIERTA
LT2:500:10,LT2,2024_22-500-Model,500,,,,,,,,,,,,12,,,,EXACT,RESOLVED_METADATA,refuerzo local en el encuentro rampa-descanso. Sin elementos de escalera en el modelo LT2: registrado como metadata del plano.,stairs,4,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPPORT_LOCAL,4Φ12 en encuentros rampa-descanso,1_SUB-1_PISO ; 1_PISO-4_PISO ; 4_PISO-CUBIERTA
LT2:500:11,LT2,2024_22-500-Model,500,,,,,,,,,,,,12,,,,EXACT,RESOLVED_METADATA,barras de borde de los tramos. Sin elementos de escalera en el modelo LT2: registrado como metadata del plano.,stairs,2,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,,,,,,,,,,,,,,,EDGE,2Φ12 en bordes,1_SUB-1_PISO ; 1_PISO-4_PISO ; 4_PISO-CUBIERTA
LT2:500:12,LT2,2024_22-500-Model,500,,,,,,,,,,,,,,,,DETAIL_FROM_DRAWING_REQUIRED,RESOLVED_METADATA,"Detalles del plano 500 (separadores, empalmes, anclajes, espesores/alturas graficos). El modelo combinado NO tiene elementos de escalera: no se fabrican elementos FE. Sin elementos de escalera en el modelo LT2: registrado como metadata del plano.",stairs,,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,PL1; PL2; PL3,,,,,,,,,,,,,,,DETAIL,detalles PL1 / PL2 / PL3,1_SUB-1_PISO ; 1_PISO-4_PISO ; 4_PISO-CUBIERTA
