code,building,drawing,sheet,floor,layer,direction,zone_text,zone_kind,x1_m,x2_m,y1_m,y2_m,axis,pano_ids,diameter_mm,spacing_cm,length_cm,classification,status,resolution,note,category,bar_count,level_start,level_end,orientation,lap_anchorage,face_edge,wall_parents,source,geometry_pending,record_type,section,bar_type,column_tags,n_columns,beam_id,axes_text,group,kind,longitudinal,stirrups,detail_reference,confidence,beam_ids,physical_bar_id,bar_layer,start_axis,end_axis,start_station_cm,end_station_cm,anchor_left_cm,anchor_right_cm,continuity_across_support,beam_kind,zone_type,count,part,notation,levels
LT2:303:06,LT2,2024_22-300-303-Model,303,,,,,,,,,,A,,,,,BOUNDARY,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,borde inferior: grupos longitudinales de mayor diametro (respecto de los superiores); arranques desde la fundacion presentes; cifra y transicion por nivel requieren el plano. Sin muro FE inequivoco para este eje.,walls,,B1,L3,VERTICAL,,borde,,EXACT_DRAWING,True,BOUNDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:303:07,LT2,2024_22-300-303-Model,303,,,,,,,,,,A,,22,,,BOUNDARY,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,borde superior: grupos longitudinales B22; cantidad exacta por nivel requiere el plano (cifra no legible). Sin muro FE inequivoco para este eje.,walls,,L3,ROOF,VERTICAL,,borde,,EXACT_DRAWING,True,BOUNDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:303:08,LT2,2024_22-300-303-Model,303,,,,,,,,,,A,,,,,DISTRIBUTED,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles por elevacion -> sin valor inventado. Sin muro FE inequivoco para este eje.,walls,,B1,ROOF,VERTICAL,,,,EXACT_DRAWING,True,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:303:09,LT2,2024_22-300-303-Model,303,,,,,,,,,,A,,,,,DISTRIBUTED,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles por elevacion -> sin valor inventado. Sin muro FE inequivoco para este eje.,walls,,B1,ROOF,HORIZONTAL,,,,EXACT_DRAWING,True,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:303:10,LT2,2024_22-300-303-Model,303,,,,,,,,,,A,,,,,LOCAL,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,"refuerzos locales en encuentros con vigas/losas, empalmes/anclajes y arranques desde fundacion; detalles puntuales requieren el plano. Sin muro FE inequivoco para este eje.",walls,,B1,ROOF,VERTICAL,,,,EXACT_DRAWING,True,LOCAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:01,LT2,2024_22-300-304-Model,304,,,,,,,,,,B',,,,,BOUNDARY,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,borde inferior: grupos longitudinales de mayor diametro (respecto de los superiores); arranques desde la fundacion presentes; cifra y transicion por nivel requieren el plano. Sin muro FE inequivoco para este eje.,walls,,B1,L3,VERTICAL,,borde,,EXACT_DRAWING,True,BOUNDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:02,LT2,2024_22-300-304-Model,304,,,,,,,,,,B',,22,,,BOUNDARY,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,borde superior: grupos longitudinales B22; cantidad exacta por nivel requiere el plano (cifra no legible). Sin muro FE inequivoco para este eje.,walls,,L3,ROOF,VERTICAL,,borde,,EXACT_DRAWING,True,BOUNDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:03,LT2,2024_22-300-304-Model,304,,,,,,,,,,B',,,,,DISTRIBUTED,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles por elevacion -> sin valor inventado. Sin muro FE inequivoco para este eje.,walls,,B1,ROOF,VERTICAL,,,,EXACT_DRAWING,True,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:04,LT2,2024_22-300-304-Model,304,,,,,,,,,,B',,,,,DISTRIBUTED,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles por elevacion -> sin valor inventado. Sin muro FE inequivoco para este eje.,walls,,B1,ROOF,HORIZONTAL,,,,EXACT_DRAWING,True,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:05,LT2,2024_22-300-304-Model,304,,,,,,,,,,B',,,,,LOCAL,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,"refuerzos locales en encuentros con vigas/losas, empalmes/anclajes y arranques desde fundacion; detalles puntuales requieren el plano. Sin muro FE inequivoco para este eje.",walls,,B1,ROOF,VERTICAL,,,,EXACT_DRAWING,True,LOCAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:06,LT2,2024_22-300-304-Model,304,,,,,,,,,,B,,,,,BOUNDARY,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,borde inferior: grupos longitudinales de mayor diametro (respecto de los superiores); arranques desde la fundacion presentes; cifra y transicion por nivel requieren el plano. Sin muro FE inequivoco para este eje.,walls,,B1,L3,VERTICAL,,borde,,EXACT_DRAWING,True,BOUNDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:07,LT2,2024_22-300-304-Model,304,,,,,,,,,,B,,22,,,BOUNDARY,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,borde superior: grupos longitudinales B22; cantidad exacta por nivel requiere el plano (cifra no legible). Sin muro FE inequivoco para este eje.,walls,,L3,ROOF,VERTICAL,,borde,,EXACT_DRAWING,True,BOUNDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:08,LT2,2024_22-300-304-Model,304,,,,,,,,,,B,,,,,DISTRIBUTED,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles por elevacion -> sin valor inventado. Sin muro FE inequivoco para este eje.,walls,,B1,ROOF,VERTICAL,,,,EXACT_DRAWING,True,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:09,LT2,2024_22-300-304-Model,304,,,,,,,,,,B,,,,,DISTRIBUTED,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles por elevacion -> sin valor inventado. Sin muro FE inequivoco para este eje.,walls,,B1,ROOF,HORIZONTAL,,,,EXACT_DRAWING,True,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:10,LT2,2024_22-300-304-Model,304,,,,,,,,,,B,,,,,LOCAL,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,"refuerzos locales en encuentros con vigas/losas, empalmes/anclajes y arranques desde fundacion; detalles puntuales requieren el plano. Sin muro FE inequivoco para este eje.",walls,,B1,ROOF,VERTICAL,,,,EXACT_DRAWING,True,LOCAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:11,LT2,2024_22-300-304-Model,304,,,,,,,,,,E1,,,,,BOUNDARY,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,borde inferior: grupos longitudinales de mayor diametro (respecto de los superiores); arranques desde la fundacion presentes; cifra y transicion por nivel requieren el plano. Sin muro FE inequivoco para este eje.,walls,,B1,L3,VERTICAL,,borde,,EXACT_DRAWING,True,BOUNDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:12,LT2,2024_22-300-304-Model,304,,,,,,,,,,E1,,22,,,BOUNDARY,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,borde superior: grupos longitudinales B22; cantidad exacta por nivel requiere el plano (cifra no legible). Sin muro FE inequivoco para este eje.,walls,,L3,ROOF,VERTICAL,,borde,,EXACT_DRAWING,True,BOUNDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:13,LT2,2024_22-300-304-Model,304,,,,,,,,,,E1,,,,,DISTRIBUTED,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles por elevacion -> sin valor inventado. Sin muro FE inequivoco para este eje.,walls,,B1,ROOF,VERTICAL,,,,EXACT_DRAWING,True,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:14,LT2,2024_22-300-304-Model,304,,,,,,,,,,E1,,,,,DISTRIBUTED,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles por elevacion -> sin valor inventado. Sin muro FE inequivoco para este eje.,walls,,B1,ROOF,HORIZONTAL,,,,EXACT_DRAWING,True,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:15,LT2,2024_22-300-304-Model,304,,,,,,,,,,E1,,,,,LOCAL,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,"refuerzos locales en encuentros con vigas/losas, empalmes/anclajes y arranques desde fundacion; detalles puntuales requieren el plano. Sin muro FE inequivoco para este eje.",walls,,B1,ROOF,VERTICAL,,,,EXACT_DRAWING,True,LOCAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:16,LT2,2024_22-300-304-Model,304,,,,,,,,,,C',,,,,BOUNDARY,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,borde inferior: grupos longitudinales de mayor diametro (respecto de los superiores); arranques desde la fundacion presentes; cifra y transicion por nivel requieren el plano. Sin muro FE inequivoco para este eje.,walls,,B1,L3,VERTICAL,,borde,,EXACT_DRAWING,True,BOUNDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:17,LT2,2024_22-300-304-Model,304,,,,,,,,,,C',,22,,,BOUNDARY,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,borde superior: grupos longitudinales B22; cantidad exacta por nivel requiere el plano (cifra no legible). Sin muro FE inequivoco para este eje.,walls,,L3,ROOF,VERTICAL,,borde,,EXACT_DRAWING,True,BOUNDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:18,LT2,2024_22-300-304-Model,304,,,,,,,,,,C',,,,,DISTRIBUTED,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles por elevacion -> sin valor inventado. Sin muro FE inequivoco para este eje.,walls,,B1,ROOF,VERTICAL,,,,EXACT_DRAWING,True,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:19,LT2,2024_22-300-304-Model,304,,,,,,,,,,C',,,,,DISTRIBUTED,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles por elevacion -> sin valor inventado. Sin muro FE inequivoco para este eje.,walls,,B1,ROOF,HORIZONTAL,,,,EXACT_DRAWING,True,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:304:20,LT2,2024_22-300-304-Model,304,,,,,,,,,,C',,,,,LOCAL,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,"refuerzos locales en encuentros con vigas/losas, empalmes/anclajes y arranques desde fundacion; detalles puntuales requieren el plano. Sin muro FE inequivoco para este eje.",walls,,B1,ROOF,VERTICAL,,,,EXACT_DRAWING,True,LOCAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:305:01,LT2,2024_22-300-305-Model,305,,,,,,,,,,D-D',,,,,BOUNDARY,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,borde inferior: grupos longitudinales de mayor diametro (respecto de los superiores); arranques desde la fundacion presentes; cifra y transicion por nivel requieren el plano. Sin muro FE inequivoco para este eje.,walls,,B1,L3,VERTICAL,,borde,,EXACT_DRAWING,True,BOUNDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:305:02,LT2,2024_22-300-305-Model,305,,,,,,,,,,D-D',,22,,,BOUNDARY,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,borde superior: grupos longitudinales B22; cantidad exacta por nivel requiere el plano (cifra no legible). Sin muro FE inequivoco para este eje.,walls,,L3,ROOF,VERTICAL,,borde,,EXACT_DRAWING,True,BOUNDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:305:03,LT2,2024_22-300-305-Model,305,,,,,,,,,,D-D',,,,,DISTRIBUTED,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles por elevacion -> sin valor inventado. Sin muro FE inequivoco para este eje.,walls,,B1,ROOF,VERTICAL,,,,EXACT_DRAWING,True,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:305:04,LT2,2024_22-300-305-Model,305,,,,,,,,,,D-D',,,,,DISTRIBUTED,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles por elevacion -> sin valor inventado. Sin muro FE inequivoco para este eje.,walls,,B1,ROOF,HORIZONTAL,,,,EXACT_DRAWING,True,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:305:05,LT2,2024_22-300-305-Model,305,,,,,,,,,,D-D',,,,,LOCAL,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,"refuerzos locales en encuentros con vigas/losas, empalmes/anclajes y arranques desde fundacion; detalles puntuales requieren el plano. Sin muro FE inequivoco para este eje.",walls,,B1,ROOF,VERTICAL,,,,EXACT_DRAWING,True,LOCAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:305:06,LT2,2024_22-300-305-Model,305,,,,,,,,,,C,,,,,BOUNDARY,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,borde inferior: grupos longitudinales de mayor diametro (respecto de los superiores); arranques desde la fundacion presentes; cifra y transicion por nivel requieren el plano. Sin muro FE inequivoco para este eje.,walls,,B1,L3,VERTICAL,,borde,,EXACT_DRAWING,True,BOUNDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:305:07,LT2,2024_22-300-305-Model,305,,,,,,,,,,C,,22,,,BOUNDARY,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,borde superior: grupos longitudinales B22; cantidad exacta por nivel requiere el plano (cifra no legible). Sin muro FE inequivoco para este eje.,walls,,L3,ROOF,VERTICAL,,borde,,EXACT_DRAWING,True,BOUNDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:305:08,LT2,2024_22-300-305-Model,305,,,,,,,,,,C,,,,,DISTRIBUTED,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles por elevacion -> sin valor inventado. Sin muro FE inequivoco para este eje.,walls,,B1,ROOF,VERTICAL,,,,EXACT_DRAWING,True,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:305:09,LT2,2024_22-300-305-Model,305,,,,,,,,,,C,,,,,DISTRIBUTED,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles por elevacion -> sin valor inventado. Sin muro FE inequivoco para este eje.,walls,,B1,ROOF,HORIZONTAL,,,,EXACT_DRAWING,True,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:305:10,LT2,2024_22-300-305-Model,305,,,,,,,,,,C,,,,,LOCAL,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,"refuerzos locales en encuentros con vigas/losas, empalmes/anclajes y arranques desde fundacion; detalles puntuales requieren el plano. Sin muro FE inequivoco para este eje.",walls,,B1,ROOF,VERTICAL,,,,EXACT_DRAWING,True,LOCAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT2:COL:01,LT2,CONFIRMADO-USUARIO,COL,,,,,,,,,,,,22,,,COLUMN,EXACT,RESOLVED,"Todas las columnas LT2: 16 Φ22 longitudinales. No se inventan estribos, recubrimiento ni distribucion transversal de las 16 barras (no definida); la geometria 3D queda pendiente hasta confirmar seccion/cubierta. Asociado a 50 columnas LT2 (tags 3001..3050); geometria 3D pendiente (sin recubrimiento/distribucion).",columns,16,,,,,,,USER_CONFIRMED_DRAWING_DATA,True,,P70x70 (seccion del modelo LT2),LONGITUDINAL,3001;3002;3003;3004;3005;3006;3007;3008;3009;3010;3011;3012;3013;3014;3015;3016;3017;3018;3019;3020;3021;3022;3023;3024;3025;3026;3027;3028;3029;3030;3031;3032;3033;3034;3035;3036;3037;3038;3039;3040;3041;3042;3043;3044;3045;3046;3047;3048;3049;3050,50,,,,,,,,,,,,,,,,,,,,,,,,
,LT2,2024_22-400-Model,400,,,,,,,,,,,,,,,,EXACT,RESOLVED_METADATA,Viga de fundacion (V.F.). FOUNDATION/SPECIAL: NO recibe la armadura V.60/80. beam_id del plano NO legible: la correspondencia a elementos del modelo queda pendiente (no se asigna).,beams,,,,,,,,,,,V.F.20/150.5,,,,VF.20/150.5 [8A-8B],ejes 8A-8B,,FOUNDATION_BEAM,F' sup: 2Φ18 L≈550 ; F inf: 2Φ18 L≈550,,,EXACT,,,,,,,,,,,,,,,,
,LT2,2024_22-400-Model,400,,,,,,,,,,,,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,Patron observado en varios conjuntos continuos del plano 400. NO se extrapola a todas las vigas V.60/80: los beam_ids del plano no son legibles y la asociacion de cada segmento a una viga especifica queda pendiente de confirmacion. beam_id del plano NO legible: la correspondencia a elementos del modelo queda pendiente (no se asigna).,beams,,,,,,,,,,,V.60/80,,,,V.60/80 (patron),varios conjuntos continuos (NO regla universal),,CONTINUOUS,F/F' base 2Φ22 + adicionales +2Φ22; longitudes visibles 400/450/550/600/750/900/1000 cm; izquierda 2Φ22 L≈600 + +2Φ22 L≈400 ; apoyo 2Φ22 L≈1000 + +2Φ22 L≈900 ; derecha 2Φ22 L≈750 + +2Φ22 L≈450,,,NEEDS_DRAWING_VALUE_CONFIRMATION,,,,,,,,,,,,,,,,
,LT2,2024_22-400-Model,400,,,,,,,,,,,,,,,,EXACT,RESOLVED_METADATA,V.30/80 de los vanos 0102/0102a. beam_id del plano NO legible: la correspondencia a elementos del modelo queda pendiente (no se asigna).,beams,,,,,,,,,,,V.30/80,,,,0102 / 0102a,luz 375+375=750 (dos vanos),,SINGLE_SPAN,F': sup 3Φ22 L≈900 ; F: inf 3Φ22 L≈900,,,EXACT,,,,,,,,,,,,,,,,
,LT2,2024_22-400-Model,400,,,,,,,,,,,,,,,,EXACT,RESOLVED_METADATA,Viga de fundacion (V.F.). FOUNDATION/SPECIAL: NO recibe la armadura V.60/80. beam_id del plano NO legible: la correspondencia a elementos del modelo queda pendiente (no se asigna).,beams,,,,,,,,,,,V.F.20/160,,,,VF.20/160 [C'-D'],ejes C'-D',,FOUNDATION_BEAM,F' sup: 2Φ22 L≈400 ; F inf: 2Φ22 L≈450,,,EXACT,,,,,,,,,,,,,,,,
,LT2,2024_22-400-Model,400,,,,,,,,,,,,,,,,EXACT,RESOLVED_METADATA,Viga invertida especial (V.I.). INVERTED/SPECIAL: NO recibe la armadura V.60/80. beam_id del plano NO legible: la correspondencia a elementos del modelo queda pendiente (no se asigna).,beams,,,,,,,,,,,V.I.15/24,,,,VI.15/24 [C'-D'],ejes C'-D',,SPECIAL,F'/F: 2Φ16 L≈350 (sup+inf),,,EXACT,,,,,,,,,,,,,,,,
,LT2,2024_22-400-Model,400,,,,,,,,,,,,,,,,EXACT,RESOLVED_METADATA,La V.I.15/VAR de 2ª etapa se SUPERPONE como refuerzo local; NO reemplaza la V.60/80 del elemento. beam_id del plano NO legible: la correspondencia a elementos del modelo queda pendiente (no se asigna).,beams,,,,,,,,,,,V.60/80 + V.I.15/VAR (2ª ETAPA),,,,405 / 405a,405 / 405a,,SPECIAL,V.60/80 principal + V.I.15/VAR superpuesto (2ª ETAPA),,,EXACT,,,,,,,,,,,,,,,,
LT2:400:01,LT2,2024_22-400-Model,400,,,,,,,,,,,,18,,550,BEAM_FOUNDATION,EXACT,RESOLVED_METADATA,F' 2Φ18 L≈550 (sup).,beams,2,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,EXACT,,LT2-8A8B-F'-base,TOP_BASE,8A,8B,,,,,False,FOUNDATION_BEAM,,,,,
LT2:400:02,LT2,2024_22-400-Model,400,,,,,,,,,,,,18,,550,BEAM_FOUNDATION,EXACT,RESOLVED_METADATA,F 2Φ18 L≈550 (inf).,beams,2,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,EXACT,,LT2-8A8B-F-base,BOTTOM_BASE,8A,8B,,,,,False,FOUNDATION_BEAM,,,,,
LT2:400:03,LT2,2024_22-400-Model,400,,,,,,,,,,,,22,,600,BEAM_LONGITUDINAL,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,patron observado; apoyo izq/extremo izq. beam_id no legible.,beams,2,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,,V60/80-patron-ext-izq,TOP_BASE,,,,,,,False,CONTINUOUS,,,,,
LT2:400:04,LT2,2024_22-400-Model,400,,,,,,,,,,,,22,,400,BEAM_LONGITUDINAL,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,patron observado; adicional extremo izq. beam_id no legible.,beams,2,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,,V60/80-patron-ext-izq-adi,TOP_ADDITIONAL,,,,,,,False,CONTINUOUS,,,,,
LT2:400:05,LT2,2024_22-400-Model,400,,,,,,,,,,,,22,,1000,BEAM_LONGITUDINAL,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,patron observado; sobre apoyo. beam_id no legible.,beams,2,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,,V60/80-patron-apoyo,TOP_BASE,,,,,,,False,CONTINUOUS,,,,,
LT2:400:06,LT2,2024_22-400-Model,400,,,,,,,,,,,,22,,900,BEAM_LONGITUDINAL,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,patron observado; adicional sobre apoyo. beam_id no legible.,beams,2,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,,V60/80-patron-apoyo-adi,TOP_ADDITIONAL,,,,,,,False,CONTINUOUS,,,,,
LT2:400:07,LT2,2024_22-400-Model,400,,,,,,,,,,,,22,,750,BEAM_LONGITUDINAL,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,patron observado; extremo derecho. beam_id no legible.,beams,2,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,,V60/80-patron-ext-der,TOP_BASE,,,,,,,False,CONTINUOUS,,,,,
LT2:400:08,LT2,2024_22-400-Model,400,,,,,,,,,,,,22,,450,BEAM_LONGITUDINAL,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,patron observado; adicional extremo der. beam_id no legible.,beams,2,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,,V60/80-patron-ext-der-adi,TOP_ADDITIONAL,,,,,,,False,CONTINUOUS,,,,,
LT2:400:09,LT2,2024_22-400-Model,400,,,,,,,,,,,,22,,900,BEAM_LONGITUDINAL,EXACT,RESOLVED_METADATA,F' 3Φ22 L≈900 (sup).,beams,3,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,EXACT,0102;0102a,0102-F'-sup,TOP_BASE,,,,,,,False,CONTINUOUS,,,,,
LT2:400:10,LT2,2024_22-400-Model,400,,,,,,,,,,,,22,,900,BEAM_LONGITUDINAL,EXACT,RESOLVED_METADATA,F 3Φ22 L≈900 (inf).,beams,3,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,EXACT,0102;0102a,0102-F-inf,BOTTOM_BASE,,,,,,,False,CONTINUOUS,,,,,
LT2:400:11,LT2,2024_22-400-Model,400,,,,,,,,,,,,22,,400,BEAM_FOUNDATION,EXACT,RESOLVED_METADATA,F' 2Φ22 L≈400 (sup).,beams,2,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,EXACT,,LT2-C'D'-F'-base,TOP_BASE,C',D,,,,,False,FOUNDATION_BEAM,,,,,
LT2:400:12,LT2,2024_22-400-Model,400,,,,,,,,,,,,22,,450,BEAM_FOUNDATION,EXACT,RESOLVED_METADATA,F 2Φ22 L≈450 (inf).,beams,2,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,EXACT,,LT2-C'D'-F-base,BOTTOM_BASE,C',D,,,,,False,FOUNDATION_BEAM,,,,,
LT2:400:13,LT2,2024_22-400-Model,400,,,,,,,,,,,,16,,350,BEAM_LONGITUDINAL,EXACT,RESOLVED_METADATA,V.I.15/24 F' 2Φ16 L≈350 (sup).,beams,2,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,EXACT,,LT2-C'D'-VI-F'-base,TOP_BASE,C',D,,,,,False,SPECIAL,,,,,
LT2:400:14,LT2,2024_22-400-Model,400,,,,,,,,,,,,16,,350,BEAM_LONGITUDINAL,EXACT,RESOLVED_METADATA,V.I.15/24 F 2Φ16 L≈350 (inf).,beams,2,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,EXACT,,LT2-C'D'-VI-F-base,BOTTOM_BASE,C',D,,,,,False,SPECIAL,,,,,
LT2:400:15,LT2,2024_22-400-Model,400,,,,,,,,,,,,10,10,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,Familia ED Φ10@10 observada en el plano 400; extension/cantidad no legible -> NO se convierte a zona.,beams,,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,,,,,,,,,,,,ED,,,,
LT2:400:16,LT2,2024_22-400-Model,400,,,,,,,,,,,,10,20,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,Familia ED Φ10@20 observada en el plano 400; extension/cantidad no legible -> NO se convierte a zona.,beams,,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,,,,,,,,,,,,ED,,,,
LT2:400:17,LT2,2024_22-400-Model,400,,,,,,,,,,,,10,10,,,NEEDS_DRAWING_VALUE_CONFIRMATION,RESOLVED_METADATA,Familia ED Φ10@10 local (sectores puntuales del plano 400); extension no legible -> NO se convierte a zona.,beams,,,,,,,,EXACT_DRAWING,,,,,,,,,,,,,,NEEDS_DRAWING_VALUE_CONFIRMATION,,,,,,,,,,,,ED,,,,
